# File Name: Hebrew_Lexicon_Strongs.txt
# File Size: 2203647     
# File Date: 06/01/2026 18:29:49
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Hebrew
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS		Strong's number
#	WORD		Hebrew word
#	TRANS		Transliterated word
#	PRONOUNCE	Pronunciation
#	LANG		Language
#	MORPH		Part of speech
#	DEF			Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
3427	יָשַׁב	yâshab	yaw-shab'	heb	Verb	properly, to sit down (specifically as judge. in ambush, in quiet); by implication, to dwell, to remain; causatively, to settle, to marry; (make to) abide(-ing), continue, (cause to, make to) dwell(-ing), ease self, endure, establish, [idiom] fail, habitation, haunt, (make to) inhabit(-ant), make to keep (house), lurking, [idiom] marry(-ing), (bring again to) place, remain, return, seat, set(-tle), (down-) sit(-down, still, -ting down, -ting (place) -uate), take, tarry.; a primitive root
3428	יֶשֶׁבְאָב	Yeshebʼâb	yeh-sheb-awb'	x-pn	Proper Name Masculine	Jeshebab, an Israelite; Jeshebeab.; from <a href='/Strongs/strongs-h3427' onclick='return ABMM("/Strongs","/strongs-h3427");'>h3427</a> (יָשַׁב) and <a href='/Strongs/strongs-h1' onclick='return ABMM("/Strongs","/strongs-h1");'>h1</a> (אָב); seat of (his) father
3429	יֹשֵׁב בַּשֶּׁבֶת	Yôshêb bash-Shebeth	yo-shabe' bash-sheh'-beth	x-pn	Proper Name Masculine	Joshebbash-Shebeth, an Israelite; that sat in the seat.; from the active participle of <a href='/Strongs/strongs-h3427' onclick='return ABMM("/Strongs","/strongs-h3427");'>h3427</a> (יָשַׁב) and <a href='/Strongs/strongs-h7674' onclick='return ABMM("/Strongs","/strongs-h7674");'>h7674</a> (שֶׁבֶת), with a preposition and the article interposed; sitting in the seat
3430	יִשְׁבּוֹ בְּנֹב	Yishbôw bᵉ-Nôb	yish-bo'beh-nobe	x-pn	Proper Name Masculine	Jishbo-be-Nob, a Philistine; Ishbi-benob (from the margin).; from <a href='/Strongs/strongs-h3427' onclick='return ABMM("/Strongs","/strongs-h3427");'>h3427</a> (יָשַׁב) and <a href='/Strongs/strongs-h5011' onclick='return ABMM("/Strongs","/strongs-h5011");'>h5011</a> (נֹב), with a pronominal suffix and a preposition interposed; his dwelling (is) in Nob
3431	יִשְׁבַּח	Yishbach	yish-bakh'	x-pn	Proper Name Masculine	Jishbach, an Israelite; Ishbah.; from <a href='/Strongs/strongs-h7623' onclick='return ABMM("/Strongs","/strongs-h7623");'>h7623</a> (שָׁבַח); he will praise
3432	יָשֻׁבִי	Yâshubîy	yaw-shoo-bee'	x-pn	Adjective	a Jashubite, or descendant of Jashub; Jashubites.; patronymically from <a href='/Strongs/strongs-h3437' onclick='return ABMM("/Strongs","/strongs-h3437");'>h3437</a> (יָשׁוּב)
3433	יָשֻׁבִי לֶחֶם	Yâshubîy Lechem	yaw-shoo-bee' leh'-khem	x-pn	Proper Name Masculine	Jashubi-Lechem, an Israelite; Jashubi-lehem. (Prob. the text should be pointed יֹשְׁבֵי לֶחֶם and rendered '(they were) inhabitants of Lechem,' i.e. of Bethlehem (by contraction). Compare <a href='/Strongs/strongs-h3902' onclick='return ABMM("/Strongs","/strongs-h3902");'>h3902</a> (לַחְמִי)).; from <a href='/Strongs/strongs-h7725' onclick='return ABMM("/Strongs","/strongs-h7725");'>h7725</a> (שׁוּב) and <a href='/Strongs/strongs-h3899' onclick='return ABMM("/Strongs","/strongs-h3899");'>h3899</a> (לֶחֶם); returner of bread
3434	יָשׇׁבְעָם	Yâshobʻâm	yaw-shob-awm'	x-pn	Proper Name Masculine	Jashobam, the name of two or three Israelites; Jashobeam.; from <a href='/Strongs/strongs-h7725' onclick='return ABMM("/Strongs","/strongs-h7725");'>h7725</a> (שׁוּב) and <a href='/Strongs/strongs-h5971' onclick='return ABMM("/Strongs","/strongs-h5971");'>h5971</a> (עַם); people will return
3435	יִשְׁבָּק	Yishbâq	yish-bawk'	x-pn	Proper Name Masculine	Jishbak, a son of Abraham; Ishbak.; from an unused root corresponding to <a href='/Strongs/strongs-h7662' onclick='return ABMM("/Strongs","/strongs-h7662");'>h7662</a> (שְׁבַק); he will leave
3436	יׇשְׁבְּקָשָׁה	Yoshbᵉqâshâh	yosh-bek-aw-shaw'	x-pn	Proper Name Masculine	Joshbekashah, an Israelite; Joshbekashah.; from <a href='/Strongs/strongs-h3427' onclick='return ABMM("/Strongs","/strongs-h3427");'>h3427</a> (יָשַׁב) and <a href='/Strongs/strongs-h7186' onclick='return ABMM("/Strongs","/strongs-h7186");'>h7186</a> (קָשֶׁה); a hard seat
3437	יָשׁוּב	Yâshûwb	yaw-shoob'	x-pn	Proper Name Masculine	Jashub, the name of two Israelites; Jashub.; or יָשִׁיב; from <a href='/Strongs/strongs-h7725' onclick='return ABMM("/Strongs","/strongs-h7725");'>h7725</a> (שׁוּב); he will return
3438	יִשְׁוָה	Yishvâh	yish-vaw'	x-pn	Proper Name Masculine	Jishvah, an Israelite; Ishvah, Isvah.; from <a href='/Strongs/strongs-h7737' onclick='return ABMM("/Strongs","/strongs-h7737");'>h7737</a> (שָׁוָה); he will level
3439	יְשׁוֹחָיָה	Yᵉshôwchâyâh	yesh-o-khaw-yaw'	x-pn	Proper Name Masculine	Jeshochajah, an Israelite; Jeshoaiah.; from the same as <a href='/Strongs/strongs-h3445' onclick='return ABMM("/Strongs","/strongs-h3445");'>h3445</a> (יֶשַׁח) and <a href='/Strongs/strongs-h3050' onclick='return ABMM("/Strongs","/strongs-h3050");'>h3050</a> (יָהּ); Jah will empty
3440	יִשְׁוִי	Yishvîy	yish-vee'	x-pn	Proper Name Masculine	Jishvi, the name of two Israelites; Ishuai, Ishvi, Isui, Jesui.; from <a href='/Strongs/strongs-h7737' onclick='return ABMM("/Strongs","/strongs-h7737");'>h7737</a> (שָׁוָה); level
3441	יִשְׁוִי	Yishvîy	yish-vee'	x-pn	Adjective	a Jishvite (collectively) or descendants of Jishvi; Jesuites.; patronymically from <a href='/Strongs/strongs-h3440' onclick='return ABMM("/Strongs","/strongs-h3440");'>h3440</a> (יִשְׁוִי)
3442	יֵשׁוּעַ	Yêshûwaʻ	yay-shoo'-ah	x-pn		Jeshua, the name of ten Israelites, also of a place in Palestine; Jeshua.; for <a href='/Strongs/strongs-h3091' onclick='return ABMM("/Strongs","/strongs-h3091");'>h3091</a> (יְהוֹשׁוּעַ); he will save
3443	יֵשׁוּעַ	Yêshûwaʻ	yay-shoo'-ah	arc	Proper Name Masculine	{Jeshua, the name of ten Israelites, also of a place in Palestine}; Jeshua.; (Aramaic) corresponding to <a href='/Strongs/strongs-h3442' onclick='return ABMM("/Strongs","/strongs-h3442");'>h3442</a> (יֵשׁוּעַ)
3444	יְשׁוּעָה	yᵉshûwʻâh	yesh-oo'-aw	heb	Noun Feminine	something saved, i.e. (abstractly) deliverance; hence, aid, victory, prosperity; deliverance, health, help(-ing), salvation, save, saving (health), welfare.; feminine passive participle of <a href='/Strongs/strongs-h3467' onclick='return ABMM("/Strongs","/strongs-h3467");'>h3467</a> (יָשַׁע)
3445	יֶשַׁח	yeshach	yeh'-shakh	heb	Noun Masculine	hunger; casting down.; from an unused root meaning to gape (as the empty stomach)
3446	יִשְׂחָק	Yischâq	yis-khawk'	x-pn	Proper Name Masculine	Jischak, the heir of Abraham; Isaac. Compare <a href='/Strongs/strongs-h3327' onclick='return ABMM("/Strongs","/strongs-h3327");'>h3327</a> (יִצְחָק).; from <a href='/Strongs/strongs-h7831' onclick='return ABMM("/Strongs","/strongs-h7831");'>h7831</a> (שַׁחֲצוֹם); he will laugh
3447	יָשַׁט	yâshaṭ	yaw-shat'	heb	Verb	to extend; hold out.; a primitive root
3448	יִשַׁי	Yishay	yee-shah'-ee	x-pn	Proper Name Masculine	Jishai, David's father; Jesse.; by Aramaic אִישַׁי; from the same as <a href='/Strongs/strongs-h3426' onclick='return ABMM("/Strongs","/strongs-h3426");'>h3426</a> (יֵשׁ); extant
3449	יִשִּׁיָּה	Yishshîyâh	yish-shee-yaw'	x-pn	Proper Name Masculine	Jishshijah, the name of five Israelites; Ishiah, Isshiah, Ishijah, Jesiah.; or יִשִּׁיָּהוּ; from <a href='/Strongs/strongs-h5383' onclick='return ABMM("/Strongs","/strongs-h5383");'>h5383</a> (נָשָׁה) and <a href='/Strongs/strongs-h3050' onclick='return ABMM("/Strongs","/strongs-h3050");'>h3050</a> (יָהּ); Jah will lend
3450	יְשִׁימָאֵל	Yᵉshîymâʼêl	yes-eem-aw-ale'	x-pn	Proper Name Masculine	Jesimael, an Israelite; Jesimael.; from <a href='/Strongs/strongs-h7760' onclick='return ABMM("/Strongs","/strongs-h7760");'>h7760</a> (שׂוּם) and <a href='/Strongs/strongs-h410' onclick='return ABMM("/Strongs","/strongs-h410");'>h410</a> (אֵל); God will place
3451	יְשִׁימַה	yᵉshîymah	yesh-ee-maw'	heb	Noun Feminine	desolation; let death seize (from the margin).; from <a href='/Strongs/strongs-h3456' onclick='return ABMM("/Strongs","/strongs-h3456");'>h3456</a> (יָשַׁם)
3452	יְשִׁימוֹן	yᵉshîymôwn	yesh-ee-mone'	heb	Noun Masculine	a desolation; desert, Jeshimon, solitary, wilderness.; from <a href='/Strongs/strongs-h3456' onclick='return ABMM("/Strongs","/strongs-h3456");'>h3456</a> (יָשַׁם)
3453	יָשִׁישׁ	yâshîysh	yaw-sheesh'	heb	Adjective	an old man; (very) aged (man), ancient, very old.; from <a href='/Strongs/strongs-h3486' onclick='return ABMM("/Strongs","/strongs-h3486");'>h3486</a> (יָשֵׁשׁ)
3454	יְשִׁישָׁי	Yᵉshîyshây	yesh-ee-shah'-ee	x-pn	Proper Name Masculine	Jeshishai, an Israelite; Jeshishai.; from <a href='/Strongs/strongs-h3453' onclick='return ABMM("/Strongs","/strongs-h3453");'>h3453</a> (יָשִׁישׁ); aged
3455	יָשַׂם	yâsam	yaw-sam'	heb	Verb	to place; intransitively, to be placed; be put (set).; a primitive root
3456	יָשַׁם	yâsham	yaw-sham'	heb	Verb	to lie waste; be desolate.; a primitive root
3457	יִשְׁמָא	Yishmâʼ	yish-maw'	x-pn	Proper Name Masculine	Jishma, an Israelite; Ishma.; from <a href='/Strongs/strongs-h3456' onclick='return ABMM("/Strongs","/strongs-h3456");'>h3456</a> (יָשַׁם); desolate
3458	יִשְׁמָעֵאל	Yishmâʻêʼl	yish-maw-ale'	x-pn	Proper Name Masculine	Jishmael, the name of Abraham's oldest son, and of five Israelites; Ishmael.; from <a href='/Strongs/strongs-h8085' onclick='return ABMM("/Strongs","/strongs-h8085");'>h8085</a> (שָׁמַע) and <a href='/Strongs/strongs-h410' onclick='return ABMM("/Strongs","/strongs-h410");'>h410</a> (אֵל); God will hear
3459	יִשְׁמָעֵאלִי	Yishmâʻêʼlîy	yish-maw-ay-lee'	x-pn	Adjective	a Jishmaelite or descendant of Jishmael; Ishmaelite.; patronymically from <a href='/Strongs/strongs-h3458' onclick='return ABMM("/Strongs","/strongs-h3458");'>h3458</a> (יִשְׁמָעֵאל)
3460	יִשְׁמַעְיָה	Yishmaʻyâh	yish-mah-yaw'	x-pn	Proper Name Masculine	Jishmajah, the name of two Israelites; Ishmaiah.; or יִשְׁמַעְיָהוּlemma יְשְׁמַעְיָהוּ first vowel, corrected to יִשְׁמַעְיָהוּ; from <a href='/Strongs/strongs-h8085' onclick='return ABMM("/Strongs","/strongs-h8085");'>h8085</a> (שָׁמַע) and <a href='/Strongs/strongs-h3050' onclick='return ABMM("/Strongs","/strongs-h3050");'>h3050</a> (יָהּ); Jah will hear
3461	יִשְׁמְרַי	Yishmᵉray	yish-mer-ah'-ee	x-pn	Proper Name Masculine	Jishmerai, an Israelite; Ishmerai.; from <a href='/Strongs/strongs-h8104' onclick='return ABMM("/Strongs","/strongs-h8104");'>h8104</a> (שָׁמַר); preservative
3462	יָשֵׁן	yâshên	yaw-shane'	heb	Verb	properly, to be slack or languid, i.e. (by implication) sleep (figuratively, to die); also to grow old, stale or inveterate; old (store), remain long, (make to) sleep.; a primitive root
3463	יָשֵׁן	yâshên	yaw-shane'	heb	Adjective	sleepy; asleep, (one out of) sleep(-eth, -ing), slept.; from <a href='/Strongs/strongs-h3462' onclick='return ABMM("/Strongs","/strongs-h3462");'>h3462</a> (יָשֵׁן)
3464	יָשֵׁן	Yâshên	yaw-shane'	x-pn	Proper Name Masculine	Jashen, an Israelite; Jashen.; the same as <a href='/Strongs/strongs-h3463' onclick='return ABMM("/Strongs","/strongs-h3463");'>h3463</a> (יָשֵׁן)
3465	יָשָׁן	yâshân	yaw-shawn'	heb	Adjective	old; old.; from <a href='/Strongs/strongs-h3462' onclick='return ABMM("/Strongs","/strongs-h3462");'>h3462</a> (יָשֵׁן)
3466	יְשָׁנָה	Yᵉshânâh	yesh-aw-naw'	x-pn	Proper Name Feminine	Jeshanah, a place in Palestine; Jeshanah.; feminine of <a href='/Strongs/strongs-h3465' onclick='return ABMM("/Strongs","/strongs-h3465");'>h3465</a> (יָשָׁן)
3467	יָשַׁע	yâshaʻ	yaw-shah'	heb	Verb	properly, to be open, wide or free, i.e. (by implication) to be safe; causatively, to free or succor; [idiom] at all, avenging, defend, deliver(-er), help, preserve, rescue, be safe, bring (having) salvation, save(-iour), get victory.; a primitive root
3468	יֶשַׁע	yeshaʻ	yeh'-shah	heb	Noun Masculine	liberty, deliverance, prosperity; safety, salvation, saving.; or יֵשַׁע; from <a href='/Strongs/strongs-h3467' onclick='return ABMM("/Strongs","/strongs-h3467");'>h3467</a> (יָשַׁע)
3469	יִשְׁעִי	Yishʻîy	yish-ee'	x-pn	Proper Name Masculine	Jishi, the name of four Israelites; Ishi.; from <a href='/Strongs/strongs-h3467' onclick='return ABMM("/Strongs","/strongs-h3467");'>h3467</a> (יָשַׁע); saving
3470	יְשַׁעְיָה	Yᵉshaʻyâh	yesh-ah-yaw'	x-pn	Proper Name Masculine	Jeshajah, the name of seven Israelites; Isaiah, Jesaiah, Jeshaiah.; or יְשַׁעְיָהוּ; from <a href='/Strongs/strongs-h3467' onclick='return ABMM("/Strongs","/strongs-h3467");'>h3467</a> (יָשַׁע) and <a href='/Strongs/strongs-h3050' onclick='return ABMM("/Strongs","/strongs-h3050");'>h3050</a> (יָהּ); Jah has saved
3471	יָשְׁפֵה	yâshᵉphêh	yaw-shef-ay'	heb	Noun Masculine	a gem supposed to be jasper (from the resemblance in name); jasper.; from an unused root meaning to polish
3472	יִשְׁפָּה	Yishpâh	yish-paw'	x-pn	Proper Name Masculine	Jishpah, an Israelite; Ispah.; perhaps from <a href='/Strongs/strongs-h8192' onclick='return ABMM("/Strongs","/strongs-h8192");'>h8192</a> (שָׁפָה); he will scratch
3473	יִשְׁפָּן	Yishpân	yish-pawn'	x-pn	Proper Name Masculine	Jishpan, an Israelite; Ishpan.; probably from the same as <a href='/Strongs/strongs-h8227' onclick='return ABMM("/Strongs","/strongs-h8227");'>h8227</a> (שָׁפָן); he will hide
3474	יָשַׁר	yâshar	yaw-shar'	heb	Verb	to be straight or even; figuratively, to be (causatively, to make) right, pleasant, prosperous; direct, fit, seem good (meet), [phrase] please (will), be (esteem, go) right (on), bring (look, make, take the) straight (way), be upright(-ly).; a primitive root
3475	יֵשֶׁר	Yêsher	yay'-sher	x-pn	Proper Name Masculine	Jesher, an Israelite; Jesher.; from <a href='/Strongs/strongs-h3474' onclick='return ABMM("/Strongs","/strongs-h3474");'>h3474</a> (יָשַׁר); the right
3476	יֹשֶׁר	yôsher	yo'-sher	heb	Noun Masculine	the right; equity, meet, right, upright(-ness).; from <a href='/Strongs/strongs-h3474' onclick='return ABMM("/Strongs","/strongs-h3474");'>h3474</a> (יָשַׁר)
3477	יָשָׁר	yâshâr	yaw-shawr'	heb	Adjective	straight (literally or figuratively); convenient, equity, Jasher, just, meet(-est), [phrase] pleased well right(-eous), straight, (most) upright(-ly, -ness).; from <a href='/Strongs/strongs-h3474' onclick='return ABMM("/Strongs","/strongs-h3474");'>h3474</a> (יָשַׁר)
3478	יִשְׂרָאֵל	Yisrâʼêl	yis-raw-ale'	x-pn	Proper Name Masculine	Jisrael, a symbolical name of Jacob; also (typically) of his posterity; Israel.; from <a href='/Strongs/strongs-h8280' onclick='return ABMM("/Strongs","/strongs-h8280");'>h8280</a> (שָׂרָה) and <a href='/Strongs/strongs-h410' onclick='return ABMM("/Strongs","/strongs-h410");'>h410</a> (אֵל); he will rule as God
3479	יִשְׂרָאֵל	Yisrâʼêl	yis-raw-ale'	arc	Proper Name Masculine	{Jisrael, a symbolical name of Jacob; also (typically) of his posterity}; Israel.; (Aramaic) corresponding to <a href='/Strongs/strongs-h3478' onclick='return ABMM("/Strongs","/strongs-h3478");'>h3478</a> (יִשְׂרָאֵל)
3480	יְשַׂרְאֵלָה	Yᵉsarʼêlâh	yes-ar-ale'-aw	x-pn	Proper Name Masculine	Jesarelah, an Israelite; Jesharelah.; by variation from <a href='/Strongs/strongs-h3477' onclick='return ABMM("/Strongs","/strongs-h3477");'>h3477</a> (יָשָׁר) and <a href='/Strongs/strongs-h410' onclick='return ABMM("/Strongs","/strongs-h410");'>h410</a> (אֵל) with directive enclitic; right towards God
3481	יִשְׂרְאֵלִי	Yisrᵉʼêlîy	yis-reh-ay-lee'	x-pn	Adjective	a Jisreelite or descendant of Jisrael; of Israel, Israelite.; patronymically from <a href='/Strongs/strongs-h3478' onclick='return ABMM("/Strongs","/strongs-h3478");'>h3478</a> (יִשְׂרָאֵל)
3482	יִשְׂרְאֵלִית	Yisrᵉʼêlîyth	yis-reh-ay-leeth'	x-pn	Adjective Feminine	a Jisreelitess or female descendant of Jisrael; Israelitish.; feminine of <a href='/Strongs/strongs-h3481' onclick='return ABMM("/Strongs","/strongs-h3481");'>h3481</a> (יִשְׂרְאֵלִי)
3483	יִשְׁרָה	yishrâh	yish-raw'	heb	Noun Feminine	rectitude; uprightness.; feminine of <a href='/Strongs/strongs-h3477' onclick='return ABMM("/Strongs","/strongs-h3477");'>h3477</a> (יָשָׁר)
3484	יְשֻׁרוּן	Yᵉshurûwn	yesh-oo-roon'	x-pn	Proper Name Masculine	Jeshurun, a symbolic name for Israel; Jeshurun.; from <a href='/Strongs/strongs-h3474' onclick='return ABMM("/Strongs","/strongs-h3474");'>h3474</a> (יָשַׁר); upright
3485	יִשָּׂשכָר	Yissâˢkâr	yis-saw-kawr'	x-pn		Jissaskar, a son of Jacob; Issachar.; (strictly yis-saws-kawr'); from <a href='/Strongs/strongs-h5375' onclick='return ABMM("/Strongs","/strongs-h5375");'>h5375</a> (נָשָׂא) and <a href='/Strongs/strongs-h7939' onclick='return ABMM("/Strongs","/strongs-h7939");'>h7939</a> (שָׂכָר); he will bring a reward
3486	יָשֵׁשׁ	yâshêsh	yaw-shaysh'	heb	Adjective	gray-haired, i.e. an aged man; stoop for age.; from an unused root meaning to blanch
3487	יַת	yath	yath	arc		a sign of the object of a verb; [phrase] whom.; (Aramaic) corresponding to <a href='/Strongs/strongs-h853' onclick='return ABMM("/Strongs","/strongs-h853");'>h853</a> (אֵת)
3488	יְתִב	yᵉthib	yeth-eeb'	arc	Verb	to sit or dwell; dwell, (be) set, sit.; (Aramaic) corresponding to <a href='/Strongs/strongs-h3427' onclick='return ABMM("/Strongs","/strongs-h3427");'>h3427</a> (יָשַׁב)
3489	יָתֵד	yâthêd	yaw-thade'	heb	Noun Feminine	a peg; nail, paddle, pin, stake.; from an unused root meaning to pin through or fast
3490	יָתוֹם	yâthôwm	yaw-thome'	heb	Noun Masculine	a bereaved person; fatherless (child), orphan.; from an unused root meaning to be lonely
3491	יָתוּר	yâthûwr	yaw-thoor'	heb	Verb	properly, what is left, i.e. (by implication) a gleaning; range.; passive participle of <a href='/Strongs/strongs-h3498' onclick='return ABMM("/Strongs","/strongs-h3498");'>h3498</a> (יָתַר)
3492	יַתִּיר	Yattîyr	yat-teer'	x-pn	Proper Name Location	Jattir, a place in Palestine; Jattir.; from <a href='/Strongs/strongs-h3498' onclick='return ABMM("/Strongs","/strongs-h3498");'>h3498</a> (יָתַר); redundant
3493	יַתִּיר	yattîyr	yat-teer'	arc		preeminent; as an adverb, very; exceeding(-ly), excellent.; (Aramaic) corresponding to <a href='/Strongs/strongs-h3492' onclick='return ABMM("/Strongs","/strongs-h3492");'>h3492</a> (יַתִּיר)
3494	יִתְלָה	Yithlâh	yith-law'	x-pn	Proper Name Location	Jithlah, a place in Palestine; Jethlah.; probably from <a href='/Strongs/strongs-h8518' onclick='return ABMM("/Strongs","/strongs-h8518");'>h8518</a> (תָּלָה); it will hang, i.e. be high
3495	יִתְמָה	Yithmâh	yith-maw'	x-pn	Proper Name Masculine	Jithmah, an Israelite; Ithmah.; from the same as <a href='/Strongs/strongs-h3490' onclick='return ABMM("/Strongs","/strongs-h3490");'>h3490</a> (יָתוֹם); orphanage
3496	יַתְנִיאֵל	Yathnîyʼêl	yath-nee-ale'	x-pn	Proper Name Masculine	Jathniel, an Israelite; Jathniel.; from an unused root meaning to endure, and <a href='/Strongs/strongs-h410' onclick='return ABMM("/Strongs","/strongs-h410");'>h410</a> (אֵל); continued of God
