# File Name: Greek_Lexicon_Strongs.txt
# File Size: 1571461     
# File Date: 06/01/2026 18:29:49
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Greek
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS		Strong's number
#	WORD		Greek word
#	TRANS		Transliterated word
#	PRONOUNCE	Pronunciation
#	LANG		Language
#	MORPH		Part of speech
#	DEF			Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
298	ἀμώμητος	amṓmētos	am-o'-may-tos	greek	Adjective	unblamable; blameless; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g3469' onclick='return ABMM("/Strongs","/strongs-g3469");'>g3469</a> (μωμάομαι)
299	ἄμωμος	ámōmos	am'-o-mos	greek	Adjective	unblemished (literally or figuratively); without blame (blemish, fault, spot), faultless, unblamable; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g3470' onclick='return ABMM("/Strongs","/strongs-g3470");'>g3470</a> (μῶμος)
300	Ἀμών	Amṓn	am-one'	greek	Noun Masculine	Amon, an Israelite; Amon; of Hebrew origin (<a href='/Strongs/strongs-h526' onclick='return ABMM("/Strongs","/strongs-h526");'>h526</a>)
301	Ἀμώς	Amṓs	am-oce'	greek	Noun Masculine	Amos, an Israelite; Amos; of Hebrew origin (<a href='/Strongs/strongs-h531' onclick='return ABMM("/Strongs","/strongs-h531");'>h531</a>)
302	ἄν	án	an	greek		(what-, where-, wither-, who-)soever; a primary particle, denoting a supposition, wish, possibility or uncertainty
303	ἀνά	aná	an-ah'	greek	Preposition	properly, up; but (by extension) used (distributively) severally, or (locally) at (etc.); and, apiece, by, each, every (man), in, through; a primary preposition and adverb
304	ἀναβαθμός	anabathmós	an-ab-ath-mos'	greek	Noun Masculine	a stairway; stairs; from <a href='/Strongs/strongs-g305' onclick='return ABMM("/Strongs","/strongs-g305");'>g305</a> (ἀναβαίνω) (compare <a href='/Strongs/strongs-g898' onclick='return ABMM("/Strongs","/strongs-g898");'>g898</a> (βαθμός))
305	ἀναβαίνω	anabaínō	an-ab-ah'-ee-no	greek	Verb	to go up (literally or figuratively); arise, ascend (up), climb (go, grow, rise, spring) up, come (up); from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and the base of <a href='/Strongs/strongs-g939' onclick='return ABMM("/Strongs","/strongs-g939");'>g939</a> (βάσις)
306	ἀναβάλλομαι	anabállomai	an-ab-al'-lom-ahee	greek	Verb	to put off (for oneself); defer; middle voice from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g906' onclick='return ABMM("/Strongs","/strongs-g906");'>g906</a> (βάλλω)
307	ἀναβιβάζω	anabibázō	an-ab-ee-bad'-zo	greek	Verb	to cause to go up, i.e. haul (a net); draw; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and a derivative of the base of <a href='/Strongs/strongs-g939' onclick='return ABMM("/Strongs","/strongs-g939");'>g939</a> (βάσις)
308	ἀναβλέπω	anablépō	an-ab-lep'-o	greek	Verb	to look up; by implication, to recover sight; look (up), see, receive sight; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g991' onclick='return ABMM("/Strongs","/strongs-g991");'>g991</a> (βλέπω)
309	ἀνάβλεψις	anáblepsis	an-ab'-lep-sis	greek	Noun Feminine	restoration of sight; recovery of sight; from <a href='/Strongs/strongs-g308' onclick='return ABMM("/Strongs","/strongs-g308");'>g308</a> (ἀναβλέπω)
310	ἀναβοάω	anaboáō	an-ab-o-ah'-o	greek	Verb	to halloo; cry (aloud, out); from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g994' onclick='return ABMM("/Strongs","/strongs-g994");'>g994</a> (βοάω)
311	ἀναβολή	anabolḗ	an-ab-ol-ay'	greek	Noun Feminine	a putting off; delay; from <a href='/Strongs/strongs-g306' onclick='return ABMM("/Strongs","/strongs-g306");'>g306</a> (ἀναβάλλομαι)
312	ἀναγγέλλω	anangéllō	an-ang-el'-lo	greek	Verb	to announce (in detail); declare, rehearse, report, show, speak, tell; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and the base of <a href='/Strongs/strongs-g32' onclick='return ABMM("/Strongs","/strongs-g32");'>g32</a> (ἄγγελος)
313	ἀναγεννάω	anagennáō	an-ag-en-nah'-o	greek	Verb	to beget or (by extension) bear (again); beget, (bear) X (again); from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g1080' onclick='return ABMM("/Strongs","/strongs-g1080");'>g1080</a> (γεννάω)
314	ἀναγινώσκω	anaginṓskō	an-ag-in-oce'-ko	greek	Verb	to know again, i.e. (by extension) to read; read; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g1097' onclick='return ABMM("/Strongs","/strongs-g1097");'>g1097</a> (γινώσκω)
315	ἀναγκάζω	anankázō	an-ang-kad'-zo	greek	Verb	to necessitate; compel, constrain; from <a href='/Strongs/strongs-g318' onclick='return ABMM("/Strongs","/strongs-g318");'>g318</a> (ἀνάγκη)
316	ἀναγκαῖος	anankaîos	an-ang-kah'-yos	greek	Adjective	necessary; by implication, close (of kin); near, necessary, necessity, needful; from <a href='/Strongs/strongs-g318' onclick='return ABMM("/Strongs","/strongs-g318");'>g318</a> (ἀνάγκη)
317	ἀναγκαστῶς	anankastōs	an-ang-kas-toce'	greek	Adverb	compulsorily; by constraint; adverb from a derivative of <a href='/Strongs/strongs-g315' onclick='return ABMM("/Strongs","/strongs-g315");'>g315</a> (ἀναγκάζω)
318	ἀνάγκη	anánkē	an-ang-kay'	greek	Noun Feminine	constraint (literally or figuratively); by implication, distress; distress, must needs, (of) necessity(-sary), needeth, needful; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and the base of <a href='/Strongs/strongs-g43' onclick='return ABMM("/Strongs","/strongs-g43");'>g43</a> (ἀγκάλη)
319	ἀναγνωρίζομαι	anagnōrízomai	an-ag-no-rid'-zom-ahee	greek	Verb	to make (oneself) known; be made known; middle voice from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g1107' onclick='return ABMM("/Strongs","/strongs-g1107");'>g1107</a> (γνωρίζω)
320	ἀνάγνωσις	anágnōsis	an-ag'-no-sis	greek		(the act of) reading; reading; from <a href='/Strongs/strongs-g314' onclick='return ABMM("/Strongs","/strongs-g314");'>g314</a> (ἀναγινώσκω)
321	ἀνάγω	anágō	an-ag'-o	greek	Verb	to lead up; by extension to bring out; specially, to sail away; bring (again, forth, up again), depart, launch (forth), lead (up), loose, offer, sail, set forth, take up; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g71' onclick='return ABMM("/Strongs","/strongs-g71");'>g71</a> (ἄγω)
322	ἀναδείκνυμι	anadeíknymi	an-ad-ike'-noo-mee	greek	Verb	to exhibit, i.e. (by implication) to indicate, appoint; appoint, shew; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g1166' onclick='return ABMM("/Strongs","/strongs-g1166");'>g1166</a> (δεικνύω)
323	ἀνάδειξις	anádeixis	an-ad'-ike-sis	greek	Noun Feminine	(the act of) exhibition; shewing; from <a href='/Strongs/strongs-g322' onclick='return ABMM("/Strongs","/strongs-g322");'>g322</a> (ἀναδείκνυμι)
324	ἀναδέχομαι	anadéchomai	an-ad-ekh'-om-ahee	greek	Verb	to entertain (as a guest); receive; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g1209' onclick='return ABMM("/Strongs","/strongs-g1209");'>g1209</a> (δέχομαι)
325	ἀναδίδωμι	anadídōmi	an-ad-eed'-om-ee	greek	Verb	to hand over; deliver; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g1325' onclick='return ABMM("/Strongs","/strongs-g1325");'>g1325</a> (δίδωμι)
326	ἀναζάω	anazáō	an-ad-zah'-o	greek	Verb	to recover life (literally or figuratively); (be a-)live again, revive; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2198' onclick='return ABMM("/Strongs","/strongs-g2198");'>g2198</a> (ζάω)
327	ἀναζητέω	anazētéō	an-ad-zay-teh'-o	greek	Verb	to search out; seek; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2212' onclick='return ABMM("/Strongs","/strongs-g2212");'>g2212</a> (ζητέω)
328	ἀναζώννυμι	anazṓnnymi	an-ad-zone'-noo-mee	greek	Verb	to gird afresh; gird up; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2224' onclick='return ABMM("/Strongs","/strongs-g2224");'>g2224</a> (ζώννυμι)
329	ἀναζωπυρέω	anazōpyréō	an-ad-zo-poor-eh'-o	greek	Verb	to re-enkindle; stir up; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and a compound of the base of <a href='/Strongs/strongs-g2226' onclick='return ABMM("/Strongs","/strongs-g2226");'>g2226</a> (ζῶον) and <a href='/Strongs/strongs-g4442' onclick='return ABMM("/Strongs","/strongs-g4442");'>g4442</a> (πῦρ)
330	ἀναθάλλω	anathállō	an-ath-al'-lo	greek	Verb	to revive; flourish again; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and (to flourish)
331	ἀνάθεμα	anáthema	an-ath'-em-ah	greek	Noun Neuter	a (religious) ban or (concretely) excommunicated (thing or person); accused, anathema, curse, X great; from <a href='/Strongs/strongs-g394' onclick='return ABMM("/Strongs","/strongs-g394");'>g394</a> (ἀνατίθεμαι)
332	ἀναθεματίζω	anathematízō	an-ath-em-at-id'-zo	greek	Verb	to declare or vow under penalty of execration; (bind under a) curse, bind with an oath; from <a href='/Strongs/strongs-g331' onclick='return ABMM("/Strongs","/strongs-g331");'>g331</a> (ἀνάθεμα)
333	ἀναθεωρέω	anatheōréō	an-ath-eh-o-reh'-o	greek	Verb	to look again (i.e. attentively) at (literally or figuratively); behold, consider; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2334' onclick='return ABMM("/Strongs","/strongs-g2334");'>g2334</a> (θεωρέω)
334	ἀνάθημα	anáthēma	an-ath'-ay-mah	greek	Noun Neuter	a votive offering; gift; from <a href='/Strongs/strongs-g394' onclick='return ABMM("/Strongs","/strongs-g394");'>g394</a> (ἀνατίθεμαι) (like <a href='/Strongs/strongs-g331' onclick='return ABMM("/Strongs","/strongs-g331");'>g331</a> (ἀνάθεμα), but in a good sense)
335	ἀναίδεια	anaídeia	an-ah'-ee-die-ah'	greek	Noun Feminine	impudence, i.e. (by implication) importunity; importunity; from a compound of <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle (compare <a href='/Strongs/strongs-g427' onclick='return ABMM("/Strongs","/strongs-g427");'>g427</a> (ἄνευ))) and <a href='/Strongs/strongs-g127' onclick='return ABMM("/Strongs","/strongs-g127");'>g127</a> (αἰδώς)
336	ἀναίρεσις	anaíresis	an-ah'-ee-res-is	greek	Noun Feminine	(the act of) killing; death; from <a href='/Strongs/strongs-g337' onclick='return ABMM("/Strongs","/strongs-g337");'>g337</a> (ἀναιρέω)
337	ἀναιρέω	anairéō	an-ahee-reh'-o	greek	Verb	to take up, i.e. adopt; by implication, to take away (violently), i.e. abolish, murder; put to death, kill, slay, take away, take up; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and (the active of) <a href='/Strongs/strongs-g138' onclick='return ABMM("/Strongs","/strongs-g138");'>g138</a> (αἱρέομαι)
338	ἀναίτιος	anaítios	an-ah'-ee-tee-os	greek	Adjective	innocent; blameless, guiltless; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g159' onclick='return ABMM("/Strongs","/strongs-g159");'>g159</a> (αἴτιος) (in the sense of <a href='/Strongs/strongs-g156' onclick='return ABMM("/Strongs","/strongs-g156");'>g156</a> (αἰτία))
339	ἀνακαθίζω	anakathízō	an-ak-ath-id'-zo	greek	Verb	properly, to set up, i.e. (reflexively) to sit up; sit up; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2523' onclick='return ABMM("/Strongs","/strongs-g2523");'>g2523</a> (καθίζω)
340	ἀνακαινίζω	anakainízō	an-ak-ahee-nid'-zo	greek	Verb	to restore; renew; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and a derivative of <a href='/Strongs/strongs-g2537' onclick='return ABMM("/Strongs","/strongs-g2537");'>g2537</a> (καινός)
341	ἀνακαινόω	anakainóō	an-ak-ahee-no'-o	greek	Verb	to renovate; renew; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and a derivative of <a href='/Strongs/strongs-g2537' onclick='return ABMM("/Strongs","/strongs-g2537");'>g2537</a> (καινός)
342	ἀνακαίνωσις	anakaínōsis	an-ak-ah'-ee-no-sis	greek	Noun Feminine	renovation; renewing; from <a href='/Strongs/strongs-g341' onclick='return ABMM("/Strongs","/strongs-g341");'>g341</a> (ἀνακαινόω)
343	ἀνακαλύπτω	anakalýptō	an-ak-al-oop'-to	greek	Verb	to unveil; open, (un-)taken away; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) (in the sense of reversal) and <a href='/Strongs/strongs-g2572' onclick='return ABMM("/Strongs","/strongs-g2572");'>g2572</a> (καλύπτω)
344	ἀνακάμπτω	anakámptō	an-ak-amp'-to	greek	Verb	to turn back; (re-)turn; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2578' onclick='return ABMM("/Strongs","/strongs-g2578");'>g2578</a> (κάμπτω)
345	ἀνακεῖμαι	anakeîmai	an-ak-i'-mahee	greek	Verb	to recline (as a corpse or at a meal); guest, lean, lie, sit (down, at meat), at the table; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2749' onclick='return ABMM("/Strongs","/strongs-g2749");'>g2749</a> (κεῖμαι)
346	ἀνακεφαλαίομαι	anakephalaíomai	an-ak-ef-al-ah'-ee-om-ahee	greek	Verb	to sum up; briefly comprehend, gather together in one; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2775' onclick='return ABMM("/Strongs","/strongs-g2775");'>g2775</a> (κεφαλαιόω) (in its original sense)
347	ἀνακλίνω	anaklínō	an-ak-lee'-no	greek	Verb	to lean back; lay, (make) sit down; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2827' onclick='return ABMM("/Strongs","/strongs-g2827");'>g2827</a> (κλίνω)
348	ἀνακόπτω	anakóptō	an-ak-op'-to	greek	Verb	to beat back, i.e. check; hinder; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2875' onclick='return ABMM("/Strongs","/strongs-g2875");'>g2875</a> (κόπτω)
349	ἀνακράζω	anakrázō	an-ak-rad'-zo	greek	Verb	to scream up (aloud); cry out; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2896' onclick='return ABMM("/Strongs","/strongs-g2896");'>g2896</a> (κράζω)
350	ἀνακρίνω	anakrínō	an-ak-ree'-no	greek	Verb	properly, to scrutinize, i.e. (by implication) investigate, interrogate, determine; ask, question, discern, examine, judge, search; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2919' onclick='return ABMM("/Strongs","/strongs-g2919");'>g2919</a> (κρίνω)
351	ἀνάκρισις	anákrisis	an-ak'-ree-sis	greek	Noun Feminine	a (judicial) investigation; examination; from <a href='/Strongs/strongs-g350' onclick='return ABMM("/Strongs","/strongs-g350");'>g350</a> (ἀνακρίνω)
352	ἀνακύπτω	anakýptō	an-ak-oop'-to	greek	Verb	to unbend, i.e. rise; figuratively, be elated; lift up, look up; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) (in the sense of reversal) and <a href='/Strongs/strongs-g2955' onclick='return ABMM("/Strongs","/strongs-g2955");'>g2955</a> (κύπτω)
353	ἀναλαμβάνω	analambánō	an-al-am-ban'-o	greek	Verb	to take up; receive up, take (in, unto, up); from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g2983' onclick='return ABMM("/Strongs","/strongs-g2983");'>g2983</a> (λαμβάνω)
354	ἀνάληψις	análēpsis	an-al'-ape-sis	greek	Noun Feminine	ascension; taking up; from <a href='/Strongs/strongs-g353' onclick='return ABMM("/Strongs","/strongs-g353");'>g353</a> (ἀναλαμβάνω)
355	ἀναλίσκω	analískō	an-al-is'-ko	greek	Verb	properly, to use up, i.e. destroy; consume; from <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and a form of the alternate of <a href='/Strongs/strongs-g138' onclick='return ABMM("/Strongs","/strongs-g138");'>g138</a> (αἱρέομαι)
356	ἀναλογία	analogía	an-al-og-ee'-ah	greek	Noun Feminine	proportion; proportion; from a compound of <a href='/Strongs/strongs-g303' onclick='return ABMM("/Strongs","/strongs-g303");'>g303</a> (ἀνά) and <a href='/Strongs/strongs-g3056' onclick='return ABMM("/Strongs","/strongs-g3056");'>g3056</a> (λόγος)
